goal,dimension,region_id,score,year
LSP,trend,9,,2005
LSP,trend,10,,2005
LSP,trend,11,,2005
MAR,future,0,69.18,2005
MAR,future,1,,2005
MAR,future,2,,2005
MAR,future,3,,2005
MAR,future,4,,2005
MAR,future,5,55.03,2005
MAR,future,6,52.15,2005
MAR,future,7,,2005
MAR,future,8,,2005
MAR,future,9,,2005
MAR,future,10,81.29,2005
MAR,future,11,88.27,2005
MAR,pressures,1,38.22,2005
MAR,pressures,2,38.67,2005
MAR,pressures,3,37.19,2005
MAR,pressures,4,39,2005
MAR,pressures,5,38.07,2005
MAR,pressures,6,37.01,2005
MAR,pressures,7,38.06,2005
MAR,pressures,8,38.3,2005
MAR,pressures,9,38.89,2005
MAR,pressures,10,38.58,2005
MAR,pressures,11,38.55,2005
MAR,resilience,1,28.47,2005
MAR,resilience,2,28.47,2005
MAR,resilience,3,28.47,2005
MAR,resilience,4,28.47,2005
MAR,resilience,5,28.47,2005
MAR,resilience,6,28.47,2005
MAR,resilience,7,28.47,2005
MAR,resilience,8,28.47,2005
MAR,resilience,9,28.47,2005
MAR,resilience,10,28.47,2005
MAR,resilience,11,28.47,2005
MAR,score,0,70.33,2005
MAR,score,1,,2005
MAR,score,2,,2005
MAR,score,3,,2005
MAR,score,4,,2005
MAR,score,5,55.93,2005
MAR,score,6,52.9,2005
MAR,score,7,,2005
MAR,score,8,,2005
MAR,score,9,,2005
MAR,score,10,82.69,2005
MAR,score,11,89.79,2005
MAR,status,0,71.47,2005
MAR,status,1,,2005
MAR,status,2,,2005
MAR,status,3,,2005
MAR,status,4,,2005
MAR,status,5,56.83,2005
MAR,status,6,53.66,2005
MAR,status,7,,2005
MAR,status,8,,2005
MAR,status,9,,2005
MAR,status,10,84.1,2005
MAR,status,11,91.31,2005
MAR,trend,1,,2005
MAR,trend,2,,2005
MAR,trend,3,,2005
MAR,trend,4,,2005
MAR,trend,5,,2005
MAR,trend,6,,2005
MAR,trend,7,,2005
MAR,trend,8,,2005
MAR,trend,9,,2005
MAR,trend,10,,2005
MAR,trend,11,,2005
RAO,future,0,75,2005
RAO,future,1,,2005
RAO,future,2,,2005
RAO,future,3,,2005
RAO,future,4,,2005
RAO,future,5,75.32,2005
RAO,future,6,75.09,2005
RAO,future,7,74.87,2005
RAO,future,8,74.07,2005
RAO,future,9,75.34,2005
RAO,future,10,75.55,2005
RAO,future,11,74.74,2005
RAO,pressures,1,24.04,2005
RAO,pressures,2,24.28,2005
RAO,pressures,3,23.49,2005
RAO,pressures,4,24.45,2005
RAO,pressures,5,23.28,2005
RAO,pressures,6,22.76,2005
RAO,pressures,7,23.26,2005
RAO,pressures,8,23.31,2005
RAO,pressures,9,23.59,2005
RAO,pressures,10,23.63,2005
RAO,pressures,11,23.65,2005
RAO,resilience,1,37.71,2005
RAO,resilience,2,37.71,2005
RAO,resilience,3,37.71,2005
RAO,resilience,4,37.71,2005
RAO,resilience,5,37.71,2005
RAO,resilience,6,37.71,2005
RAO,resilience,7,37.71,2005
RAO,resilience,8,37.71,2005
RAO,resilience,9,37.71,2005
RAO,resilience,10,37.71,2005
RAO,resilience,11,37.71,2005
RAO,score,0,73.3,2005
RAO,score,1,,2005
RAO,score,2,,2005
RAO,score,3,,2005
RAO,score,4,,2005
RAO,score,5,73.61,2005
RAO,score,6,73.32,2005
RAO,score,7,73.17,2005
RAO,score,8,72.39,2005
RAO,score,9,73.66,2005
RAO,score,10,73.87,2005
RAO,score,11,73.08,2005
RAO,status,0,71.6,2005
RAO,status,1,,2005
RAO,status,2,,2005
RAO,status,3,,2005
RAO,status,4,,2005
RAO,status,5,71.9,2005
RAO,status,6,71.56,2005
RAO,status,7,71.46,2005
RAO,status,8,70.71,2005
RAO,status,9,71.98,2005
RAO,status,10,72.2,2005
RAO,status,11,71.43,2005
RAO,trend,1,,2005
RAO,trend,2,,2005
RAO,trend,3,,2005
RAO,trend,4,,2005
RAO,trend,5,,2005
RAO,trend,6,,2005
RAO,trend,7,,2005
RAO,trend,8,,2005
RAO,trend,9,,2005
RAO,trend,10,,2005
RAO,trend,11,,2005
SP,future,0,62.32,2005
SP,future,1,NaN,2005
SP,future,2,NaN,2005
SP,future,3,NaN,2005
SP,future,4,NaN,2005
SP,future,5,43.26,2005
SP,future,6,50.6,2005
SP,future,7,77.19,2005
SP,future,8,76.37,2005
SP,future,9,74.14,2005
SP,future,10,62.66,2005
SP,future,11,52,2005
SP,pressures,1,,2005
SP,pressures,2,,2005
SP,pressures,3,,2005
SP,pressures,4,,2005
SP,pressures,5,,2005
SP,pressures,6,,2005
SP,pressures,7,,2005
SP,pressures,8,,2005
SP,pressures,9,,2005
SP,pressures,10,,2005
SP,pressures,11,,2005
SP,resilience,1,,2005
SP,resilience,2,,2005
SP,resilience,3,,2005
SP,resilience,4,,2005
SP,resilience,5,,2005
SP,resilience,6,,2005
SP,resilience,7,,2005
SP,resilience,8,,2005
SP,resilience,9,,2005
SP,resilience,10,,2005
SP,resilience,11,,2005
SP,score,0,63.25,2005
SP,score,1,NaN,2005
SP,score,2,NaN,2005
SP,score,3,NaN,2005
SP,score,4,NaN,2005
SP,score,5,43.85,2005
SP,score,6,51.42,2005
SP,score,7,78.55,2005
SP,score,8,77.69,2005
SP,score,9,75.38,2005
SP,score,10,63.22,2005
SP,score,11,52.64,2005
